rID,Generic_Case_ID,Generic_Offender_ID,Charge_Number,Sentence_Year,Race,Gender,Age_Group,Offense,Offense_Type,Homicide_Type,Offense_Severity_Group,Sentence_Type,Sentence_Imposed_Months,Sentence_Suspended_Months,Sentence_to_Serve_Months,Sentence_Probation_Months,VVCA_AMT,Fine_AMT,Restitution_AMT,Fine_Suspended_AMT
6990,16181,5197296,1,2013,Other or Unknown,M,51-60,Pandering,Sex,,M9,Probation,12,12,0,18,250,0,0,0
6991,9190302,1635196,1,2013,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Long Split,18,6,12,12,100,0,0,0
6992,5452662,6858316,1,2013,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,12,12,0,12,150,0,0,0
6993,1451288,697137,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,14,14,1,12,100,0,0,0
6994,503583,2861890,1,2013,Other or Unknown,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Short Split,12,11,1,12,100,0,0,0
6995,8822204,2644982,1,2013,Black,M,22-30,Murder II,Homicide,Murder II,M2,Incarceration,276,0,276,0,2500,0,0,0
6996,8461982,4181963,1,2013,Black,M,41-50,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,12,0,12,0,100,0,0,0
6997,8461982,4181963,11,2013,Black,M,41-50,Contempt - Felony,Other,,M9,Incarceration,6,0,6,0,100,0,0,0
6998,2625477,7555026,1,2013,Black,M,41-50,Unlawful Possession of Liquid PCP,Drug,,D3,Incarceration,18,0,18,0,100,0,0,0
6999,9938364,962614,1,2013,Other or Unknown,M,31-40,Murder II,Homicide,Murder II,M2,Incarceration,156,0,156,0,1500,0,0,0
7000,268925,5672121,3,2013,Black,M,18-21,Aggravated Assault Knowingly,Violent,,M4,Incarceration,90,0,90,0,100,0,0,0
7001,268925,5672121,7,2013,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
7002,268925,5672121,9,2013,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
7003,268925,5672121,11,2013,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
7004,268925,5672121,13,2013,Black,M,18-21,Second Degree Cruelty to Children,Other,,M8,Incarceration,24,0,24,0,100,0,0,0
7005,268925,5672121,17,2013,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
7006,7132192,1528532,2,2013,Other or Unknown,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
7007,7132192,1528532,3,2013,Other or Unknown,M,18-21,Aggravated Assault Knowingly,Violent,,M4,Incarceration,96,0,96,0,100,0,0,0
7008,7132192,1528532,7,2013,Other or Unknown,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
7009,7132192,1528532,9,2013,Other or Unknown,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
7010,7132192,1528532,11,2013,Other or Unknown,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
7011,7132192,1528532,17,2013,Other or Unknown,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
7012,7132192,1528532,23,2013,Other or Unknown,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,24,0,24,0,100,0,0,0
7013,4537155,232257,1,2013,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,12,12,0,18,100,0,0,0
7014,55094,6100374,2,2013,Black,M,41-50,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,18,0,18,0,100,0,0,0
7015,8134732,6804667,1,2013,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,10,0,10,12,100,0,0,0
7016,8134732,6804667,2,2013,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Long Split,18,6,12,12,100,0,0,0
7017,5067441,1755799,3,2013,Other or Unknown,M,22-30,Second Degree Child Sex Abuse,Sex,,M6,Incarceration,36,0,36,0,100,0,0,0
7018,4728889,889094,5,2013,Other or Unknown,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,48,0,48,0,750,0,0,0
7019,4728889,889094,6,2013,Other or Unknown,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,32,0,32,0,750,0,0,0
7020,3135636,9642912,1,2013,Other or Unknown,M,18-21,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,60,0,60,0,100,0,0,0
7021,3135636,9642912,2,2013,Other or Unknown,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,32,0,32,0,450,0,0,0
7022,3299273,3529276,1,2013,Black,M,31-40,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,6,6,1,12,100,0,0,0
7023,9381577,1602367,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,20,14,6,18,100,0,0,0
7024,9381577,1602367,3,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D4,Short Split,16,10,6,18,100,0,0,0
7025,7531134,3059053,1,2013,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,12,12,0,12,100,0,0,0
7026,4403207,9603559,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,18,18,0,12,100,0,0,0
7027,6769466,1258148,1,2013,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,22,0,22,0,100,0,0,0
7028,5635630,3549996,1,2013,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Short Split,12,11,1,18,100,0,0,0
7029,917132,951815,1,2013,Black,M,18-21,Unauthorized Use of A Vehicle,Property,,M8,Short Split,12,12,1,24,100,0,0,0
7030,3420099,8931639,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,0,0,0
7031,2432183,1866765,2,2013,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,8,8,0,24,250,0,0,0
7032,2885943,1365993,1,2013,Black,F,31-40,Distribution Of a Controlled Substance,Drug,,D3,Short Split,28,22,6,18,100,0,0,0
7033,9846228,6818570,1,2013,Black,M,22-30,Carry Pistol Outside Home/Business,Weapon,,M8,Probation,12,12,0,12,100,0,0,0
7034,9238058,6967973,1,2013,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,30,0,30,0,100,0,0,0
7035,9238058,6967973,2,2013,Black,M,22-30,Carry Pistol Outside Home/Business,Weapon,,M8,Incarceration,18,0,18,0,100,0,0,0
7036,9074889,114171,1,2013,Black,M,31-40,Unarmed Carjacking,Violent,,M5,Incarceration,108,0,108,0,100,0,0,0
7037,9074889,114171,2,2013,Black,M,31-40,Assault W/I to Commit Robbery,Violent,,M6,Incarceration,72,0,72,0,100,0,0,0
7038,9074889,114171,3,2013,Black,M,31-40,Assault On A Police Officer,Violent,,M7,Incarceration,36,0,36,0,100,0,0,0
7039,2039105,9182353,3,2013,Black,M,31-40,Unauthorized Use of A Vehicle,Property,,M8,Incarceration,18,0,18,0,100,0,0,0
7040,8813085,7138454,1,2013,Other or Unknown,,18-21,Aggravated Assault Knowingly,Violent,,M6,Incarceration,20,0,20,0,100,0,0,0
7041,8813085,7138454,3,2013,Other or Unknown,,18-21,Robbery,Violent,,M8,Incarceration,9,0,9,0,100,0,0,0
7042,5414950,8662770,1,2013,Black,M,31-40,Murder II,Homicide,Murder II,M2,Incarceration,120,0,120,0,100,0,0,0
7043,775454,9240039,1,2013,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,20,0,20,0,100,0,0,0
7044,775454,9240039,3,2013,Black,M,22-30,"Escape, (From Officer)",Other,,M9,Incarceration,5,0,5,0,100,0,0,0
7045,2525169,8226053,1,2013,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D2,Short Split,16,16,1,18,100,0,0,0
7046,7968454,4168503,1,2013,Black,M,41-50,Burglary Two,Property,,M7,Incarceration,25,0,25,0,100,0,0,0
7047,5517658,152599,1,2013,White,M,41-50,Burglary Two,Property,,M8,Short Split,14,11,3,18,100,0,0,0
7048,4941570,7313173,2,2013,Black,M,22-30,Aggravated Assault Knowingly,Violent,,M4,Incarceration,156,0,156,0,100,0,4200,0
7049,4941570,7313173,3,2013,Black,M,22-30,Mayhem,Violent,,M5,Incarceration,84,0,84,0,100,0,0,0
7050,4941570,7313173,4,2013,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0
7051,4941570,7313173,5,2013,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,24,0,24,0,100,0,0,0
7052,1638187,6402290,1,2013,Black,M,31-40,Murder II,Homicide,Murder II,M2,Incarceration,480,0,480,0,100,0,0,0
7053,618783,1933573,1,2013,Black,M,22-30,Flee Law Enforcement Officer,Other,,M8,Long Split,32,20,12,18,100,0,0,0
7054,8100195,7180669,3,2013,Black,F,22-30,Perjury,Other,,M8,Probation,10,10,0,12,100,0,0,0
7055,6491889,8918746,1,2013,Hispanic,M,41-50,Distribution Of a Controlled Substance,Drug,,D2,Probation,12,12,0,12,100,0,0,0
7056,6491889,8918746,2,2013,Hispanic,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,12,12,0,12,100,0,0,0
7057,2931630,9562657,1,2013,Black,M,22-30,Assault On A Police Officer,Violent,,M7,Incarceration,18,0,18,0,250,0,0,0
7058,2555609,6809600,1,2013,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,22,16,6,24,100,0,0,0
7059,5916206,5876405,1,2013,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,80,0,80,0,100,0,537,0
7060,4369293,2138528,1,2013,Black,M,22-30,Theft First Degree,Property,,M8,Short Split,12,6,6,24,100,0,0,0
7061,4369293,2138528,3,2013,Black,M,22-30,Unauthorized Use of A Vehicle,Property,,M8,Probation,12,12,0,24,100,0,0,0
7062,7292118,6213047,1,2013,Black,M,41-50,Kidnapping,Violent,,M5,Incarceration,408,0,408,0,100,0,0,0
7063,7292118,6213047,2,2013,Black,M,41-50,Threat to Kidnap or Injure a Person,Violent,,M8,Incarceration,120,0,120,0,100,0,0,0
7064,4506818,2357416,1,2013,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,6,6,1,12,100,0,0,0
7065,9927271,7892346,3,2013,Other or Unknown,M,22-30,Robbery,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
7066,1647701,5167149,1,2013,Black,M,18-21,First Degree Sex Abuse- Force,Sex,,M2,Incarceration,228,0,228,0,100,0,0,0
7067,8160215,5743651,1,2013,Black,M,15-17,Contempt - Felony,Other,,M9,Incarceration,6,0,6,0,100,0,0,0
7068,7572260,688388,1,2013,Black,M,18-21,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,18,0,18,0,100,0,0,0
7069,725971,130373,2,2013,Black,M,18-21,Aggravated Assault Knowingly,Violent,,M6,Incarceration,72,0,72,0,100,0,0,0
7070,725971,130373,4,2013,Black,M,18-21,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,32,0,32,0,100,0,0,0
7071,725971,130373,7,2013,Black,M,18-21,Obstructing Justice - (Harassment-Reporting),Other,,M5,Incarceration,60,0,60,0,100,0,0,0
7072,725971,130373,13,2013,Black,M,18-21,"Criminal Street Gang Affiliation, Felony or Violent Misdemeanor",Other,,M8,Incarceration,32,0,32,0,100,0,0,0
7073,1393875,2623700,1,2013,Other or Unknown,M,31-40,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
7074,1393875,2623700,2,2013,Other or Unknown,M,31-40,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,24,0,24,0,100,0,0,0
7075,4205002,9823465,1,2013,Other or Unknown,M,31-40,First Degree Sex Abuse- Force,Sex,,M6,Incarceration,42,0,42,0,100,0,0,0
7076,2268273,2500052,1,2013,Black,F,22-30,Assault With A Dangerous Weapon,Violent,,M6,Probation,36,36,0,24,100,0,0,0
7077,6109491,3853943,2,2013,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,16,0,16,0,100,0,0,0
7078,1925672,8664859,1,2013,Black,M,51-60,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,10,10,0,12,100,0,0,0
7079,9757139,334653,1,2013,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Short Split,14,9,4,24,100,0,0,0
7080,6983564,5235825,1,2013,Black,M,31-40,Theft Second Degree - Felony,Property,,M9,Incarceration,12,0,12,0,100,0,0,0
7081,7703831,1228914,1,2013,Other or Unknown,M,22-30,Pandering,Sex,,M9,Incarceration,48,0,48,0,100,0,0,0
7082,7703831,1228914,4,2013,Other or Unknown,M,22-30,First Degree Child Sex Abuse,Sex,,M6,Incarceration,48,0,48,0,100,0,0,0
7083,3846603,6970760,3,2013,Black,M,18-21,Robbery,Violent,,M5,Incarceration,72,0,72,0,100,0,0,0
7084,2716143,1882088,2,2013,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Short Split,36,30,6,24,100,0,0,0
7085,8686287,4902912,2,2013,Black,M,18-21,Burglary One,Property,,M5,Long Split,60,20,40,12,100,0,0,0
7086,7238844,3587597,2,2013,Black,M,51-60,Assault with Significant Bodily Injury,Violent,,M8,Long Split,24,12,12,18,150,0,0,0
7087,2036651,6508149,1,2013,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,18,18,0,12,100,0,0,0
7088,2036651,6508149,2,2013,Black,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,18,18,0,12,100,0,0,0
7089,2357832,5610828,1,2013,Black,M,15-17,Attempt to Commit Robbery,Violent,,M8,Short Split,12,7,5,12,100,0,0,0
7090,8708987,6861421,1,2013,Black,M,31-40,Attempt to Commit Robbery,Violent,,M8,Long Split,24,14,10,24,250,0,0,0
7091,8852927,4862234,1,2013,Black,M,51-60,Unarmed Carjacking,Violent,,M8,Incarceration,36,0,36,0,100,0,0,0
7092,8852927,4862234,2,2013,Black,M,51-60,Robbery,Violent,,M6,Incarceration,90,0,90,0,100,0,0,0
7093,8852927,4862234,3,2013,Black,M,51-60,Unarmed Carjacking,Violent,,M5,Incarceration,90,0,90,0,100,0,0,0
7094,8852927,4862234,5,2013,Black,M,51-60,Theft First Degree,Property,,M8,Incarceration,54,0,54,0,100,0,0,0
7095,9950821,774627,1,2013,Black,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,18,18,0,12,100,0,0,0
7096,7737908,1981140,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,12,10,2,18,100,0,0,0
7097,5535322,1296017,1,2013,Other or Unknown,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0
7098,6259553,6335379,2,2013,Black,M,41-50,Aslt W/I to Commit First Deg Sex Abuse,Violent,,M6,Incarceration,48,0,48,0,100,0,0,0
7099,6259553,6335379,4,2013,Black,M,41-50,Threat to Kidnap or Injure a Person,Violent,,M8,Incarceration,28,0,28,0,100,0,0,0
7100,5538595,1946291,1,2013,Black,F,51-60,Theft Second Degree - Felony,Property,,M9,Incarceration,12,0,12,0,100,0,0,0
7101,7589348,5900410,1,2013,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,84,0,84,0,100,0,537,0
7102,6357299,4040841,8,2013,Black,M,22-30,Threat to Kidnap or Injure a Person,Violent,,M8,Incarceration,14,0,14,0,100,0,0,0
7103,6357299,4040841,9,2013,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,14,0,14,0,100,0,0,0
7104,5875793,7274056,1,2013,Black,M,18-21,Robbery,Violent,,M8,Probation,14,14,0,18,100,0,0,0
7105,7608383,5218351,1,2013,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D4,Short Split,8,5,3,12,100,0,0,0
7106,9475884,3835296,1,2013,Black,M,41-50,Theft First Degree,Property,,M8,Incarceration,14,0,14,0,100,0,0,0
7107,9475884,3835296,3,2013,Black,M,41-50,Unauthorized Use of A Vehicle,Property,,M8,Incarceration,14,0,14,0,100,0,0,0
7108,949183,4043266,2,2013,Other or Unknown,M,18-21,Unarmed Carjacking,Violent,,M5,Incarceration,84,0,84,0,100,0,0,0
7109,949183,4043266,9,2013,Other or Unknown,M,18-21,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0
7110,1922650,4497852,2,2013,Other or Unknown,M,18-21,Unarmed Carjacking,Violent,,M5,Incarceration,84,0,84,0,100,0,0,0
7111,1922650,4497852,9,2013,Other or Unknown,M,18-21,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0
7112,3336160,5931704,2,2013,Black,F,22-30,Unauthorized Use of A Vehicle,Property,,M8,Probation,12,12,0,18,100,0,0,0
7113,6015405,1894185,1,2013,Black,M,18-21,Unauthorized Use of A Vehicle,Property,,M8,Probation,18,18,0,18,100,0,0,0
7114,5134039,5993672,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,0,0,0
7115,5999423,4071653,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,20,0,20,0,100,0,0,0
7116,199093,8519464,1,2013,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M8,Probation,18,18,0,18,100,0,0,0
7117,4695964,6153186,1,2013,Black,M,31-40,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M4,Incarceration,48,0,48,0,100,0,0,0
7118,6030993,3806675,1,2013,Black,F,31-40,Conspiracy,Other,,M9,Incarceration,12,0,12,0,100,0,0,0
7119,1421171,7414509,2,2013,Black,M,18-21,Assault W/I to Kill,Violent,,M5,Incarceration,90,0,90,0,100,0,0,0
7120,6475257,7161353,3,2013,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,42,0,42,0,100,0,0,0
7121,6475257,7161353,7,2013,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,18,0,18,0,100,0,0,0
7122,8744479,1806447,5,2013,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Probation,24,24,0,18,200,0,0,0
7123,9841715,5222070,4,2013,Black,M,18-21,Fourth Degree Sex Abuse- Others,Sex,,M8,Short Split,24,24,1,24,100,0,0,0
7124,8430033,2288129,2,2013,Black,M,18-21,Aggravated Assault Knowingly,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0
7125,8430033,2288129,4,2013,Black,M,18-21,Robbery,Violent,,M8,Incarceration,24,0,24,0,100,0,0,0
7126,8430033,2288129,7,2013,Black,M,18-21,"Criminal Street Gang Affiliation, Felony or Violent Misdemeanor",Other,,M8,Incarceration,18,0,18,0,100,0,0,0
7127,8754197,6075280,2,2013,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,18,18,0,12,100,0,0,0
7128,4705628,2021992,1,2013,Black,M,22-30,Bribery,Other,,M8,Probation,24,24,0,24,100,0,0,0
7129,4705628,2021992,2,2013,Black,M,22-30,Theft First Degree,Property,,M8,Probation,24,24,0,24,100,0,0,0
7130,1179349,7868304,1,2013,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Incarceration,18,0,18,0,100,0,0,0
7131,3616008,8452281,1,2013,Black,M,31-40,Prison Breach,Other,,M9,Incarceration,14,0,14,0,100,0,0,0
7132,5191999,2903768,1,2013,Black,M,41-50,Unlawful Possession of Liquid PCP,Drug,,D3,Incarceration,12,0,12,0,100,0,0,0
7133,8955213,3358855,1,2013,Black,M,22-30,Robbery,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0
7134,7700042,6305331,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Long Split,18,7,11,18,100,0,0,0
7135,3704436,9758110,1,2013,Black,M,51-60,Theft First Degree,Property,,M8,Incarceration,18,0,18,0,100,0,0,0
7136,4372399,5346979,2,2013,Other or Unknown,M,18-21,Aggravated Assault Knowingly,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0
7137,4372399,5346979,7,2013,Other or Unknown,M,18-21,Robbery,Violent,,M8,Incarceration,24,0,24,0,100,0,0,0
7138,4372399,5346979,10,2013,Other or Unknown,M,18-21,"Criminal Street Gang Affiliation, Felony or Violent Misdemeanor",Other,,M8,Incarceration,24,0,24,0,100,0,0,0
7139,9528072,8572894,3,2013,Hispanic,M,22-30,Assault With A Dangerous Weapon,Violent,,M8,Probation,12,12,0,12,100,0,0,0
7140,2090575,591780,1,2013,Asian,M,22-30,Burglary Two,Property,,M8,Long Split,24,12,12,16,100,0,0,0
7141,3745683,9591406,1,2013,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,30,0,30,0,100,0,0,0
7142,8212465,220148,1,2013,Black,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,20,0,20,0,100,0,0,0
7143,8212465,220148,2,2013,Black,M,18-21,Unlawful Possession of Liquid PCP,Drug,,D3,Incarceration,14,0,14,0,100,0,0,0
7144,1195089,4999595,1,2013,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Incarceration,12,0,12,0,100,0,0,0
7145,1140736,6794942,2,2013,Black,M,22-30,Unauthorized Use of A Vehicle,Property,,M8,Incarceration,14,0,14,0,100,0,0,0
7146,3468646,4698886,2,2013,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
7147,6593257,8513561,1,2013,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Short Split,9,6,3,12,100,0,0,0
7148,7453252,981124,1,2013,White,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,9,0,9,0,100,0,0,0
7149,2218530,2304446,3,2013,Black,M,22-30,Aggravated Assault Knowingly,Violent,,M6,Probation,36,36,0,12,100,0,2300,0
7150,5996694,8234832,1,2013,Black,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D1,Long Split,48,36,12,24,100,0,0,0
7151,7509568,9385960,1,2013,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,42,0,42,0,100,0,0,0
7152,9806704,5449651,1,2013,Other or Unknown,M,41-50,Attempt to Commit Robbery,Violent,,M8,Incarceration,22,0,22,0,100,0,0,0
7153,5305635,4117050,1,2013,Black,M,41-50,Carry Pistol Outside Home/Business,Weapon,,M8,Short Split,18,14,4,12,100,0,0,0
7154,1187962,4805179,1,2013,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,14,14,0,12,100,0,0,0
7155,6054573,7633664,1,2013,Black,M,41-50,Flee Law Enforcement Officer,Other,,M8,Incarceration,18,0,18,0,450,0,0,0
7156,378528,6168286,1,2013,Black,M,18-21,Carry Pistol Outside Home/Business,Weapon,,M8,Long Split,30,12,18,18,100,0,0,0
7157,7781763,1598950,1,2013,Black,M,22-30,Carry Pistol W/O Lic -Prior Fel/CPWOL,Weapon,,M8,Incarceration,48,0,48,0,100,0,0,0
7158,7781763,1598950,2,2013,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,60,0,60,0,100,0,0,0
7159,9699233,9656937,2,2013,Black,M,18-21,Robbery,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
7160,9699233,9656937,5,2013,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,18,0,18,0,100,0,0,0
7161,9699233,9656937,6,2013,Black,M,18-21,Destruction of Property $1000 or More,Property,,M8,Incarceration,12,0,12,0,100,0,0,0
7162,111483,2511810,1,2013,Black,M,15-17,Conspiracy,Other,,M9,Short Split,6,6,1,36,100,0,0,0
7163,111483,2511810,2,2013,Black,M,15-17,Assault W/I to Commit Robbery,Violent,,M5,Short Split,30,30,1,36,100,0,0,0
7164,111483,2511810,3,2013,Black,M,15-17,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,6,6,1,36,100,0,0,0
7165,3901389,345981,2,2013,Black,M,31-40,Flee Law Enforcement Officer,Other,,M8,Short Split,12,7,5,12,100,0,0,0
7166,3884961,5866190,1,2013,Black,M,18-21,Robbery,Violent,,M6,Long Split,48,30,18,12,100,0,0,0
7167,5685748,3367664,1,2013,White,M,22-30,Robbery,Violent,,M8,Short Split,14,10,4,12,100,0,0,0
7168,8091028,7359625,1,2013,Black,M,22-30,Robbery,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0
7169,98942,5029422,2,2013,Black,F,15-17,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,84,0,84,0,100,0,0,0
7170,98942,5029422,3,2013,Black,F,15-17,Conspiracy,Other,,M5,Incarceration,84,0,84,0,100,0,0,0
7171,98942,5029422,4,2013,Black,F,15-17,Obstructing Justice,Other,,M5,Incarceration,84,0,84,0,100,0,0,0
7172,4216961,2945887,1,2013,Black,M,22-30,Carry Pistol Outside Home/Business,Weapon,,M8,Short Split,12,11,1,12,100,0,0,0
7173,2926722,5749080,1,2013,Black,M,18-21,Receiving Stolen Property $1000 or More,Property,,M9,Incarceration,9,0,9,0,100,0,0,0
7174,4865317,6065485,1,2013,Black,F,31-40,Assault W/I to Kill,Violent,,M5,Incarceration,36,0,36,0,100,0,0,0
7175,3008275,3188660,1,2013,Black,M,31-40,Theft First Degree,Property,,M8,Short Split,24,18,6,12,100,0,0,0
7176,3008275,3188660,2,2013,Black,M,31-40,Receiving Stolen Property $1000 or More,Property,,M9,Short Split,12,12,1,12,100,0,0,0
7177,3008275,3188660,3,2013,Black,M,31-40,Unauthorized Use of A Vehicle,Property,,M8,Short Split,24,24,1,12,100,0,0,0
7178,5270980,2632033,1,2013,Other or Unknown,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,10,10,0,12,100,0,0,0
7179,847941,7442668,1,2013,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,30,0,30,0,100,0,0,0
7180,11690,4455890,1,2013,Black,M,41-50,Assault On A Police Officer,Violent,,M7,Long Split,24,12,12,18,100,0,0,0
7181,7514991,8635517,1,2013,Black,M,22-30,Carry Pistol Outside Home/Business,Weapon,,M8,Probation,20,20,0,24,450,0,0,0
7182,4547648,3396812,1,2013,Black,M,22-30,Robbery,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
7183,140686,6082320,1,2013,Black,M,18-21,First Degree Sex Abuse- Force,Sex,,M2,Incarceration,168,0,168,0,100,0,0,0
7184,140686,6082320,2,2013,Black,M,18-21,Robbery,Violent,,M6,Incarceration,66,0,66,0,100,0,0,0
7185,2441633,6147705,3,2013,Black,M,31-40,Second Degree Sex Abuse- Incompetent,Sex,,M5,Incarceration,60,0,60,0,4000,0,0,0
7186,8133455,1735204,1,2013,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,15,15,0,12,100,0,0,0
